text,sentiment
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,negative
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral
"The Bank of +_land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .",neutral
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral
Net sales in 2007 are expected to be 10 % up on 2006 .,positive
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive
The corrected chapter is in its entirety below .,neutral
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",negative
"In addition , MIDs are always online and enable full Internet browsing .",neutral
"In 2009 , it reported net sales of approximately EUR 6mn .",neutral
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative
"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .",positive
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",positive
"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",neutral
Sponda plans to renovate old real estate and develop new property .,neutral
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive
We are now in a position to pursue novel clinical candidates going forward . '',positive
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",negative
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive
"The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",positive
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,positive
The statutory negotiations at headquarters are part of this decrease .,neutral
"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",positive
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative
This will bring cost savings of about EUR 3mn a year .,positive
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,negative
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,negative
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative
A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,negative
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",neutral
"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile .",positive
Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive
"Divisional sales demand in the half remained `` inconsistent '' , it added .",negative
